VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
KM8K33AGXL,b'King',Seattle,WA,98103.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,43.0,249675142,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0
1C4RJYB61N,b'King',Bothell,WA,98011.0,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,1.0,233928502,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0
1C4RJYD61P,b'Yakima',Yakima,WA,98908.0,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,14.0,229675939,POINT (-120.6027202 46.5965625),PACIFICORP,53077002900.0
5YJ3E1EA7J,b'King',Kirkland,WA,98034.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,104714466,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
WBY7Z8C5XJ,b'Thurston',Olympia,WA,98501.0,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,22.0,185498386,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010700.0
5YJ3E1EAXL,b'Snohomish',Marysville,WA,98271.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,38.0,124595523,POINT (-122.1713847 48.10433),PUGET SOUND ENERGY INC,53061940001.0
2C4RC1N77H,b'King',Kent,WA,98042.0,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,47.0,1815593,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707.0
5YJYGDEE3L,b'King',Woodinville,WA,98072.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,45.0,124760555,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021906.0
5YJ3E1EA1J,b'Island',Coupeville,WA,98239.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,10.0,125048003,POINT (-122.6880708 48.2179983),PUGET SOUND ENERGY INC,53029971000.0
7SAYGDEF0P,b'King',Bellevue,WA,98004.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48.0,240416207,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806.0
3FA6P0SU9G,b'Kitsap',Port Orchard,WA,98367.0,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,26.0,212561716,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092902.0
JTDKARFP9H,b'Kitsap',Port Orchard,WA,98366.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,26.0,229764972,POINT (-122.639265 47.5373),PUGET SOUND ENERGY INC,53035092600.0
5YJ3E1EB8K,b'Snohomish',Mukilteo,WA,98275.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,179728755,POINT (-122.299965 47.94171),PUGET SOUND ENERGY INC,53061041301.0
5YJ3E1EA5K,b'King',Redmond,WA,98052.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45.0,120633516,POINT (-122.12302 47.67668),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
3FA6P0SU0D,b'Thurston',Rochester,WA,98579.0,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,20.0,138697212,POINT (-123.09573 46.82158),PUGET SOUND ENERGY INC,53067012730.0
WA1VABGE4K,b'King',Seattle,WA,98112.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,43.0,475364046,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
1N4AZ0CP6F,b'King',Seattle,WA,98125.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46.0,252522896,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000201.0
KNDCC3LD7K,b'Kitsap',Bremerton,WA,98311.0,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23.0,2148170,POINT (-122.6468815 47.6344364),PUGET SOUND ENERGY INC,53035091204.0
1N4AZ0CP1E,b'Kitsap',Poulsbo,WA,98370.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,23.0,258176922,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035091100.0
5UXKT0C51J,b'King',Kent,WA,98042.0,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,0,47.0,291897987,POINT (-122.111625 47.36078),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708.0
5YJSA1E22J,b'Snohomish',Marysville,WA,98271.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,39.0,172808163,POINT (-122.1713847 48.10433),PUGET SOUND ENERGY INC,53061052808.0
1G1RB6E46D,b'Kitsap',Bremerton,WA,98312.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,35.0,138557555,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080700.0
2T3YL4DV5E,b'King',Seattle,WA,98108.0,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,0,11.0,183567149,POINT (-122.326965 47.55015),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010001.0
JTDKARFP5H,b'Snohomish',Lake Stevens,WA,98258.0,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,44.0,160057901,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607.0
5YJ3E1EB6L,b'Kitsap',Silverdale,WA,98383.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,23.0,6335647,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091302.0
5YJ3E1EB3J,b'King',Kirkland,WA,98033.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,45.0,205530552,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401.0
1FADP5CU0G,b'Kitsap',Kingston,WA,98346.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23.0,1465033,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090102.0
WVWKR7AU0K,b'King',Kirkland,WA,98033.0,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,0,45.0,306865107,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
5YJSA1E29L,b'Kitsap',Kingston,WA,98346.0,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,23.0,110621444,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090102.0
1N4AZ0CP7F,b'Thurston',Olympia,WA,98506.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,22.0,141547311,POINT (-122.8874781 47.0519573),PUGET SOUND ENERGY INC,53067010200.0
WA1LAAGE7M,b'Yakima',Yakima,WA,98908.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,0,14.0,144941534,POINT (-120.6027202 46.5965625),PACIFICORP,53077002801.0
KNDCE3LG9K,b'King',Enumclaw,WA,98022.0,2019,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,31.0,117615928,POINT (-121.98953 47.20347),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400.0
1N4AZ0CP9F,b'King',Seattle,WA,98109.0,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,43.0,180279487,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301.0
5YJ3E1EA4P,b'King',Bellevue,WA,98006.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,241481278,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
JN1AZ0CP1B,b'King',Seattle,WA,98133.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,32.0,133592196,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000404.0
3C3CFFGE4G,b'King',Auburn,WA,98002.0,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,47.0,225708626,POINT (-122.222855 47.305065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030600.0
1G1FY6S07L,b'Yakima',Moxee,WA,98936.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,15.0,125943058,POINT (-120.3795117 46.55609),PACIFICORP,53077001702.0
1V2DNPE83P,b'King',Seattle,WA,98125.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46.0,245619664,POINT (-122.296385 47.71558),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0
1G1FY6S06N,b'Yakima',Tieton,WA,98947.0,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14.0,208932349,POINT (-120.75692 46.70383),PACIFICORP,53077002900.0
1N4AZ0CPXD,b'Kitsap',Silverdale,WA,98383.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,23.0,144485785,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091205.0
3MW39FS02P,b'Kitsap',Port Orchard,WA,98367.0,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,35.0,244137120,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092901.0
1N4BZ1CP2K,b'King',Renton,WA,98057.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,11.0,4870099,POINT (-122.21024 47.4797047),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026200.0
WAUTPBFF2H,b'King',Bellevue,WA,98008.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,48.0,159300466,POINT (-122.11832 47.6245),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0
2C4RC1L73P,b'King',Tukwila,WA,98188.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,11.0,236367519,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
5YJ3E1EA7K,b'King',Seatac,WA,98188.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,33.0,216597293,POINT (-122.29179 47.43473),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028300.0
1FADP3R40D,b'Thurston',Tumwater,WA,98501.0,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,35.0,230763249,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720.0
2C4RC1N79J,b'Kitsap',Suquamish,WA,98392.0,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23.0,176286988,POINT (-122.55717 47.733415),PUGET SOUND ENERGY INC,53035940100.0
KNDRJDLH0N,b'Yakima',Yakima,WA,98908.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,14.0,209591812,POINT (-120.6027202 46.5965625),PACIFICORP,53077000800.0
3FA6P0SU1H,b'Island',Oak Harbor,WA,98277.0,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,10.0,250570589,POINT (-122.67499 48.287295),PUGET SOUND ENERGY INC,53029970500.0
5YJ3E1EA8K,b'Snohomish',Bothell,WA,98012.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1.0,338436920,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061052107.0
KNDCS3LF7P,b'King',Shoreline,WA,98133.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,32.0,240355930,POINT (-122.34584 47.76726),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700.0
5YJ3E1EBXK,b'King',Shoreline,WA,98177.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,32.0,310953751,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020100.0
1G1FZ6S0XL,b'Kitsap',Seabeck,WA,98380.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,35.0,138832844,POINT (-122.847462 47.63836),PUGET SOUND ENERGY INC,53035092000.0
JT3GS10V32,b'King',Sammamish,WA,98075.0,2002,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95,0,41.0,175935672,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
KM8JFDA26P,b'Snohomish',Monroe,WA,98272.0,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,39.0,252501987,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052203.0
5YJXCBE41G,b'Kitsap',Silverdale,WA,98383.0,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,23.0,226085744,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035091302.0
WBY1Z4C53E,b'Kitsap',Bainbridge Island,WA,98110.0,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,23.0,243689834,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035091002.0
1G1FY6S04L,b'King',Shoreline,WA,98177.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,32.0,101572810,POINT (-122.382425 47.77279),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020800.0
KNDRJDLH5N,b'Thurston',Yelm,WA,98597.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,2.0,207310582,POINT (-122.61023 46.94126),PUGET SOUND ENERGY INC,53067012530.0
WBA8E1C50H,b'King',Bellevue,WA,98006.0,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44100,41.0,477193174,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
5YJSA1CPXD,b'King',Seattle,WA,98112.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,43.0,103275168,POINT (-122.306935 47.62441),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0
JN1AZ0CP5C,b'Snohomish',Lake Stevens,WA,98258.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,44.0,165573152,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607.0
5YJYGDEE8L,b'Thurston',Tumwater,WA,98501.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,35.0,124633715,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011720.0
JN1AZ0CP1C,b'King',Kenmore,WA,98028.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,46.0,158914675,POINT (-122.2504747 47.7617128),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102.0
5YJXCDE4XL,b'Thurston',Olympia,WA,98502.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,22.0,127274675,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067011100.0
2C4RC1N70L,b'Thurston',Olympia,WA,98501.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,22.0,139479049,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010400.0
YV4BR0DM4L,b'King',Burien,WA,98166.0,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,34.0,106963650,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.0
1N4AZ0CP9D,b'King',Tukwila,WA,98168.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,11.0,164742420,POINT (-122.286465 47.476),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200.0
5YJSA1DP8D,b'Snohomish',Stanwood,WA,98292.0,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,10.0,111162012,POINT (-122.3684051 48.2414921),PUGET SOUND ENERGY INC,53061053202.0
1G1RC6S53J,b'King',Seattle,WA,98109.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,36.0,180154600,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800.0
JN1AZ0CP0C,b'King',Sammamish,WA,98075.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,41.0,122729736,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.0
5YJYGDEE8M,b'Snohomish',Arlington,WA,98223.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,39.0,169400570,POINT (-122.12324 48.19485),PUGET SOUND ENERGY INC,53061053507.0
KNDJP3AE1G,b'King',Maple Valley,WA,98038.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,5.0,263895950,POINT (-122.05191 47.357985),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011.0
KNDPZDAH8P,b'Kitsap',Poulsbo,WA,98370.0,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,0,23.0,241599438,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035090201.0
WVGJNPE23N,b'King',Seattle,WA,98116.0,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,225909687,POINT (-122.38679 47.56484),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702.0
5UXTA6C04N,b'Kitsap',Bremerton,WA,98312.0,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,35.0,194341269,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900.0
5YJXCDE22J,b'King',Medina,WA,98039.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,48.0,280926523,POINT (-122.228025 47.61598),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033024200.0
JN1AZ0CP4B,b'King',Renton,WA,98056.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,11.0,244963967,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601.0
WBY1Z2C51E,b'Thurston',Olympia,WA,98502.0,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,0,22.0,149282514,POINT (-122.92145 47.045935),PUGET SOUND ENERGY INC,53067010600.0
5YJ3E1EB0K,b'Kitsap',Kingston,WA,98346.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,23.0,477091646,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090101.0
5YJ3E1EB9K,b'King',Sammamish,WA,98074.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,45.0,304855988,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJ3E1EB5K,b'King',Sammamish,WA,98075.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,41.0,249212624,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
1N4AZ0CP2D,b'King',Renton,WA,98056.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,11.0,143976514,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601.0
1G1FX6S07J,b'Snohomish',Bothell,WA,98021.0,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1.0,262298739,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051918.0
WMWXP3C09M,b'Snohomish',Bothell,WA,98021.0,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,0,1.0,196081084,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051917.0
5YJSA1S10E,b'Kitsap',Kingston,WA,98346.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,69900,23.0,184590640,POINT (-122.50156 47.8019),PUGET SOUND ENERGY INC,53035090101.0
5YJSA1E25H,b'Kitsap',Port Orchard,WA,98367.0,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,35.0,266461135,POINT (-122.6851642 47.506453),PUGET SOUND ENERGY INC,53035092902.0
7SAXCDE58P,b'King',Federal Way,WA,98023.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,30.0,239556901,POINT (-122.363215 47.3084),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030306.0
1C4JJXR64N,b'Snohomish',Snohomish,WA,98296.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,1.0,204755785,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052107.0
WA1E2AFY3P,b'King',Seattle,WA,98119.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,36.0,224452679,POINT (-122.363815 47.63046),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
WMEFJ9BA7J,b'Kitsap',Poulsbo,WA,98370.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,23.0,120628630,POINT (-122.64177 47.737525),PUGET SOUND ENERGY INC,53035940100.0
JN1AZ0CP7C,b'Yakima',Toppenish,WA,98948.0,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,0,14.0,169819989,POINT (-120.31287 46.37534),PACIFICORP,53077940002.0
5YJYGDEE2L,b'Snohomish',Lake Stevens,WA,98258.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,44.0,110653420,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052607.0
5YJ3E1EBXJ,b'King',Renton,WA,98056.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,11.0,4423989,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601.0
5UXTS1C09M,b'King',Renton,WA,98056.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,41.0,168538863,POINT (-122.180505 47.500055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025201.0
KNDCS3LF6P,b'Kitsap',Bainbridge Island,WA,98110.0,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,23.0,251562461,POINT (-122.5235781 47.6293323),PUGET SOUND ENERGY INC,53035090901.0
1N4BZ1CP6K,b'King',Seattle,WA,98144.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,37.0,235733977,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
5YJ3E1EA0K,b'Snohomish',Everett,WA,98204.0,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21.0,478003844,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041812.0
5YJ3E1EB4J,b'Thurston',Olympia,WA,98501.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,22.0,475495023,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010700.0
