VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
1C4RJXR64R,b'Thurston',Olympia,WA,98513.0,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,2.0,252550203,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012420.0
YV1BK0EP9L,b'Snohomish',Brier,WA,98036.0,2020,VOLVO,V60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,1.0,147010062,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051913.0
5YJXCBE46H,b'King',Seattle,WA,98109.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,36.0,256716960,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007203.0
2C4RC1L72H,b'Skagit',Mount Vernon,WA,98273.0,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,10.0,209873898,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952500.0
7JRBR0FM0N,b'King',Bellevue,WA,98007.0,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,48.0,205035967,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0
5YJXCAE48H,b'King',Seattle,WA,98109.0,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,36.0,282244140,POINT (-122.34848 47.632405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007203.0
1G1RC6S56K,b'Pierce',Dupont,WA,98327.0,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,28.0,219468609,POINT (-122.643815 47.097455),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072801.0
YV4H600A4P,b'Pierce',Gig Harbor,WA,98335.0,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,26.0,227491533,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072406.0
YV4ED3GK5P,b'Grant',Moses Lake,WA,98837.0,2023,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,13.0,236627569,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011002.0
WBY8P8C04M,b'Snohomish',Bothell,WA,98012.0,2021,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,153,0,1.0,154872476,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051921.0
50EA1DCA3N,b'King',Carnation,WA,98014.0,2022,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,5.0,186570373,POINT (-121.9105947 47.6483005),CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,53033032500.0
SADHW2S13M,b'King',Kirkland,WA,98033.0,2021,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,220657195,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
3FMTK3RM3P,b'Pierce',Tacoma,WA,98407.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,27.0,244511788,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060500.0
WP1AH2AY1L,b'Pierce',Gig Harbor,WA,98332.0,2020,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,0,26.0,141636176,POINT (-122.589645 47.342345),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506.0
KMHC05LH8K,b'Skagit',Concrete,WA,98237.0,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124,0,39.0,228264067,POINT (-121.759005 48.5374),PUGET SOUND ENERGY INC,53057951102.0
WA1VAAGE2M,b'King',Sammamish,WA,98074.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,224386935,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
JHMZC5F31L,b'Clark',Vancouver,WA,98661.0,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,49.0,107558167,POINT (-122.641835 45.638545),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041105.0
5YJSA4H43F,b'King',Enumclaw,WA,98022.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,31.0,100705076,POINT (-121.98953 47.20347),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031502.0
3FMTK1SSXM,b'Grays Harbor',Pacific Beach,WA,98571.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,24.0,195285394,POINT (-124.1960702 47.1969484),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,53027000202.0
WMEEJ9AA1G,b'Snohomish',Snohomish,WA,98296.0,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,68,0,1.0,329175486,POINT (-122.15134 47.8851158),PUGET SOUND ENERGY INC,53061052113.0
1FADP3R45F,b'King',Redmond,WA,98053.0,2015,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,45.0,249168482,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032328.0
5UXKT0C51H,b'Pierce',Spanaway,WA,98387.0,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,2.0,4742034,POINT (-122.435115 47.1045),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073133.0
WP0CH2A75L,b'King',Bellevue,WA,98004.0,2020,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,41.0,100677951,POINT (-122.201905 47.61385),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
2C4RC1L74H,b'Pierce',Graham,WA,98338.0,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,2.0,348687587,POINT (-122.2953401 47.0763961),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053073116.0
5YJSA1S1XF,b'Jefferson',Port Ludlow,WA,98365.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,24.0,198352563,POINT (-122.6872285 47.9281524),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950301.0
WA1AABGE3N,b'Spokane',Spokane Valley,WA,99206.0,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,4.0,195470677,POINT (-117.2459114 47.6525293),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012402.0
KMHC65LD8J,b'King',Bellevue,WA,98007.0,2018,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,41.0,202088953,POINT (-122.147385 47.599975),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.0
5YJXCBE51M,b'Harnett',Spring Lake,NC,28390.0,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,,193787835,POINT (-78.9769553 35.1704689),NON WASHINGTON STATE ELECTRIC UTILITY,37085071204.0
JT3GS10V02,b'Clallam',Sequim,WA,98382.0,2002,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,95,0,24.0,5993977,POINT (-123.105015 48.08104),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,53009002302.0
KMHM34AA3P,b'Snohomish',Lynnwood,WA,98036.0,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,32.0,249801198,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051500.0
5YJXCAE41L,b'Mason',Tahuya,WA,98588.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,35.0,102164065,POINT (-122.98528 47.438745),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960301.0
WP0AD2A73E,b'Pierce',South Hill,WA,98373.0,2014,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,15,0,25.0,168293443,POINT (-122.2987976 47.13795),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053071307.0
3MW5P9J04N,b'King',Seattle,WA,98199.0,2022,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,36.0,193946350,POINT (-122.394185 47.639195),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005803.0
3FMTK3RM2N,b'King',Seattle,WA,98106.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,205528690,POINT (-122.356145 47.52104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010800.0
JM3KKBHA3R,b'King',Auburn,WA,98001.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,30.0,252425358,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030405.0
YV4H60LF0R,b'Pierce',University Place,WA,98467.0,2024,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,28.0,249630587,POINT (-122.5404512 47.2074166),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072314.0
3FMTK1RM1P,b'Snohomish',Bothell,WA,98021.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,232598663,POINT (-122.179458 47.802589),PUGET SOUND ENERGY INC,53061051926.0
WA1W2BFZXN,b'Whatcom',Bellingham,WA,98226.0,2022,AUDI,Q4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42.0,224153128,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000102.0
5YJXCAE44M,b'Spokane',Spokane,WA,99203.0,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,3.0,219256894,POINT (-117.425265 47.635365),MODERN ELECTRIC WATER COMPANY,53063004500.0
KM8K23AG4L,b'Pierce',Tacoma,WA,98409.0,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,29.0,140194876,POINT (-122.47913 47.2198),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062802.0
SADHW2S11M,b'King',Kirkland,WA,98033.0,2021,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45.0,221072253,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
WBY2Z2C57F,b'Pierce',Gig Harbor,WA,98335.0,2015,BMW,I8,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,26.0,304315112,POINT (-122.5835454 47.3234488),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408.0
5YJSA1CP5C,b'Whatcom',Bellingham,WA,98226.0,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,42.0,127297908,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000101.0
1G1RE6E49D,b'Franklin',Pasco,WA,99301.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,9.0,208156427,POINT (-119.0982 46.232395),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020605.0
7JRH60FZXN,b'Island',Langley,WA,98260.0,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,41,0,10.0,216791025,POINT (-122.408015 48.03557),PUGET SOUND ENERGY INC,53029971900.0
WA12ABGE6L,b'Thurston',Olympia,WA,98513.0,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,2.0,148255334,POINT (-122.81709 46.988575),PUGET SOUND ENERGY INC,53067012331.0
WBA7J2C56H,b'Snohomish',Everett,WA,98208.0,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,44.0,172509382,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061052120.0
5NMMCET1XP,b'Clark',Battle Ground,WA,98604.0,2023,GENESIS,GV70,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18.0,240394283,POINT (-122.53218 45.77945),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040203.0
1G1RG6E40E,b'Snohomish',Everett,WA,98208.0,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,21.0,151286992,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041606.0
1FTVW1EV4N,b'Spokane',Spokane,WA,99223.0,2022,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,6.0,220949613,POINT (-117.369705 47.62637),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063005000.0
JHMZC5F10M,b'Skagit',Mount Vernon,WA,98274.0,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,48,0,10.0,149067327,POINT (-122.32284 48.41653),PUGET SOUND ENERGY INC,53057952600.0
KNDC34LB3N,b'King',Burien,WA,98166.0,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34.0,204766607,POINT (-122.34102 47.46593),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800.0
SADHC2S18L,b'Kitsap',Bremerton,WA,98312.0,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,0,35.0,124697170,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400.0
WA1F2AFY6N,b'Stevens',Nine Mile Falls,WA,99026.0,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,7.0,202194989,POINT (-117.5967686 47.8204962),NO KNOWN ELECTRIC UTILITY SERVICE,53065951401.0
YV4BR0CM7M,b'Clark',Vancouver,WA,98682.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,17.0,135250328,POINT (-122.5146473 45.67862),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040604.0
KNDJP3AE9F,b'Pierce',Graham,WA,98338.0,2015,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,0,2.0,236592625,POINT (-122.2953401 47.0763961),"BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||OHOP MUTUAL LIGHT COMPANY, INC|PENINSULA LIGHT COMPANY",53053073117.0
KMHE54L27H,b'King',Auburn,WA,98001.0,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,0,30.0,197243721,POINT (-122.2849393 47.3384055),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029805.0
1GYKPPRL3R,b'Benton',Richland,WA,99354.0,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,8.0,251239635,POINT (-119.28753 46.29747),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010100.0
1G1RC6E44D,b'Pierce',Tacoma,WA,98405.0,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,27.0,209380202,POINT (-122.45153 47.251135),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053061400.0
3FMTK3RM7N,b'Cowlitz',Kelso,WA,98626.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,19.0,219569549,POINT (-122.90724 46.14458),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001200.0
1GYKPTRL1R,b'Pierce',Lakewood,WA,98439.0,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,28.0,252820053,POINT (-122.529685 47.127165),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053072901.0
KMHC75LDXN,b'Skagit',Anacortes,WA,98221.0,2022,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,40.0,196491655,POINT (-122.615305 48.501275),PUGET SOUND ENERGY INC,53057940201.0
1FTZR0870Y,b'San Juan',Friday Harbor,WA,98250.0,2000,FORD,RANGER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,40.0,221693048,POINT (-123.0219704 48.5316467),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960400.0
WMEFK9BA7J,b'Snohomish',Marysville,WA,98270.0,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,38.0,140147836,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052904.0
2C4RC1L70L,b'Kitsap',Bremerton,WA,98311.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,23.0,123459773,POINT (-122.6468815 47.6344364),PUGET SOUND ENERGY INC,53035091702.0
55SWF4HB7H,b'Pierce',Tacoma,WA,98407.0,2017,MERCEDES-BENZ,C-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,8,0,27.0,193708322,POINT (-122.5113356 47.2923828),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053060904.0
1G6RS1E48E,b'Snohomish',Stanwood,WA,98292.0,2014,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,10.0,146927588,POINT (-122.3684051 48.2414921),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053302.0
1FADP3R43J,b'Snohomish',Everett,WA,98203.0,2018,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,100,0,38.0,160950394,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061040900.0
5LMYJ9YY8P,b'Pierce',Bonney Lake,WA,98391.0,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,31.0,220326690,POINT (-122.183805 47.18062),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070310.0
YV4BR0CKXN,b'Pierce',Gig Harbor,WA,98332.0,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,26.0,177711194,POINT (-122.589645 47.342345),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509.0
WA15ABGEXR,b'Pierce',Tacoma,WA,98409.0,2024,AUDI,Q8,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,29.0,245773139,POINT (-122.47913 47.2198),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053062802.0
KMHC75LH7K,b'Thurston',Olympia,WA,98501.0,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Not eligible due to low battery range,29,0,22.0,208971129,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067011721.0
W1KCG2DB9P,b'Pierce',Puyallup,WA,98371.0,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,25.0,240039712,POINT (-122.299155 47.19178),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053071205.0
2C4RC1H7XK,b'Pierce',Lakewood,WA,98499.0,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,29.0,271823394,POINT (-122.5181098 47.1712579),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071807.0
WA12ABGE8M,b'Whatcom',Bellingham,WA,98226.0,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,42.0,168450593,POINT (-122.45493 48.76809),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000803.0
KMUKCDTC3P,b'Snohomish',Bothell,WA,98012.0,2023,GENESIS,GV60,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1.0,241508802,POINT (-122.1876761 47.820517),PUGET SOUND ENERGY INC,53061051934.0
WAUSPBFF3H,b'Snohomish',Everett,WA,98203.0,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,38.0,103042572,POINT (-122.213105 47.95479),PUGET SOUND ENERGY INC,53061041303.0
YSMFD3KA0R,b'King',Sammamish,WA,98075.0,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,252460631,POINT (-122.03309 47.58153),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218.0
WMZ23BS09P,b'Snohomish',Brier,WA,98036.0,2023,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,0,1.0,258553109,POINT (-122.3164188 47.819664),PUGET SOUND ENERGY INC,53061051914.0
5YJXCAE46L,b'King',Woodinville,WA,98072.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,45.0,172202012,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032307.0
SADHD2S11P,b'Pierce',Buckley,WA,98321.0,2023,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,31.0,251672879,POINT (-122.029685 47.161465),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070207.0
WA1F2BFY9P,b'Snohomish',Woodinville,WA,98072.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,1.0,220264355,POINT (-122.151665 47.75855),PUGET SOUND ENERGY INC,53061051912.0
1G1FW6S02K,b'Thurston',Tenino,WA,98589.0,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,20.0,474177497,POINT (-122.853421 46.8553318),PUGET SOUND ENERGY INC,53067012620.0
KMHC75LD6K,b'King',Bothell,WA,98011.0,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,1.0,200549261,POINT (-122.20578 47.762405),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021701.0
50EA1PFA3P,b'King',Issaquah,WA,98027.0,2023,LUCID,AIR,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41.0,252315122,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007.0
KMHC65LDXL,b'King',Seattle,WA,98103.0,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,43.0,110196565,POINT (-122.34301 47.659185),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005401.0
KMHC05LH2K,b'King',Kent,WA,98032.0,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,124,0,33.0,193959251,POINT (-122.235475 47.3809),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029803.0
JHMZC5F32M,b'Grant',Moses Lake,WA,98837.0,2021,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,13.0,136912527,POINT (-119.2599876 47.1240154),PUD NO 2 OF GRANT COUNTY,53025011200.0
5YJXCDE49K,b'Whatcom',Blaine,WA,98230.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,42.0,304451920,POINT (-122.74499 48.99505),CITY OF BLAINE - (WA)||PUD NO 1 OF WHATCOM COUNTY,53073010405.0
5YJRE11B58,b'King',Redmond,WA,98053.0,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,5.0,232155668,POINT (-122.0370611 47.6887161),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
WA12ABGE1L,b'Spokane',Spokane Valley,WA,99212.0,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,218,0,4.0,148910205,POINT (-117.288055 47.68043),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011701.0
